user_code,date,company,restaurant,price_paid,delivery_charge,packing_charge,district,state,zone
22204,24-03-2019,alpha,Rajhans Restaurant,224,10,0,Gwalior,MADHYA PRADESH,WEST
33819,24-03-2019,alpha,CakeZone,106,20,10,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
34164,24-03-2019,alpha,Chin 10,71,35,0,Ghaziabad,UTTAR PRADESH,NORTH
34328,24-03-2019,alpha,Kamal's Sweets & Restaurant,314,20,0,East Delhi,DELHI,NORTH
35089,24-03-2019,alpha,Vaishno Amritsari Naan (Satish Dhaba),45,0,0,East Delhi,DELHI,NORTH
35089,24-03-2019,alpha,Vaishno Amritsari Naan (Satish Dhaba),54,0,0,East Delhi,DELHI,NORTH
35089,24-03-2019,alpha,Granny's Flavour,29,0,0,East Delhi,DELHI,NORTH
35089,24-03-2019,alpha,Vaishno Amritsari Naan (Satish Dhaba),54,0,0,East Delhi,DELHI,NORTH
35357,24-03-2019,alpha,The burger club,64,35,0,West Delhi,DELHI,NORTH
35599,24-03-2019,alpha,Hot Spot Mini shop,260,20,0,North West Delhi,DELHI,NORTH
37023,24-03-2019,alpha,Hotel Ambika Pure Veg,82,20,0,Thane,MAHARASHTRA,WEST
37120,24-03-2019,alpha,Energy Addaa,79,20,0,Bangalore,KARNATAKA,SOUTH
38372,24-03-2019,alpha,Grand Avighna,69,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
42828,24-03-2019,alpha,Cafe Istaa,284,0,0,Mumbai,MAHARASHTRA,WEST
45106,24-03-2019,alpha,Arbaab Riyan Hotel,72,20,0,Hyderabad,ANDHRA PRADESH,SOUTH
45485,24-03-2019,alpha,Hostess,272,20,0,North West Delhi,DELHI,NORTH
46683,24-03-2019,alpha,Subway,255,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
50062,24-03-2019,alpha,Delicious Snacks,135,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
50354,24-03-2019,alpha,Pizza Hut,300,20,0,Chennai,TAMIL NADU,SOUTH
68599,24-03-2019,alpha,Taste Bud,113,0,6,Howrah,WEST BENGAL,EAST
69364,24-03-2019,alpha,Pathaan Sir,130,20,5,Bangalore,KARNATAKA,SOUTH
69364,24-03-2019,alpha,Kabab Magic,189,0,10,Bangalore,KARNATAKA,SOUTH
69560,24-03-2019,alpha,Subway,310,20,10,Bangalore,KARNATAKA,SOUTH
69560,24-03-2019,alpha,Oye Amritsar,512,20,22.3,Bangalore,KARNATAKA,SOUTH
69607,24-03-2019,alpha,Sri Madhavan Mess,133,35,10,Chennai,TAMIL NADU,SOUTH
69669,24-03-2019,alpha,MTR,317,60,30,Bangalore,KARNATAKA,SOUTH
69765,24-03-2019,alpha,LunchBox,94,40,0,Bangalore,KARNATAKA,SOUTH
69959,24-03-2019,alpha,Faasos,58,0,23.81,Bangalore,KARNATAKA,SOUTH
69959,24-03-2019,alpha,FreshMenu,66,0,5,Bangalore,KARNATAKA,SOUTH
70056,24-03-2019,alpha,Flavors Of Chennai,338,0,15,South Delhi,DELHI,NORTH
70094,24-03-2019,alpha,The Belgian Waffle Co,241,0,20,Bangalore,KARNATAKA,SOUTH
70113,24-03-2019,alpha,Burger King,219,0,0,Bangalore,KARNATAKA,SOUTH
70162,24-03-2019,alpha,Hot Chips,124,20,2,Kanchipuram,TAMIL NADU,SOUTH
70162,24-03-2019,alpha,Alif Biriyani,144,20,0,Kanchipuram,TAMIL NADU,SOUTH
70222,24-03-2019,alpha,Padma Pazhamudir solai,129,0,0,Tiruchirappalli,TAMIL NADU,SOUTH
70419,24-03-2019,alpha,Monga Sweets,128,0,30,West Delhi,DELHI,NORTH
70613,24-03-2019,alpha,homely,71,0,0,Bangalore,KARNATAKA,SOUTH
70657,24-03-2019,alpha,Burger King,260,0,29,Ghaziabad,UTTAR PRADESH,NORTH
70734,24-03-2019,alpha,Burger King,185,0,29,Bangalore,KARNATAKA,SOUTH
70869,24-03-2019,alpha,Subway,112,20,0,Mumbai,MAHARASHTRA,WEST
72878,24-03-2019,alpha,My Friends Circle Restaurant,493,20,0,Hyderabad,ANDHRA PRADESH,SOUTH
72950,24-03-2019,alpha,The Belgian Waffle Co,52,0,10,Mumbai,MAHARASHTRA,WEST
72950,24-03-2019,alpha,Peetuk,73,0,10,Mumbai,MAHARASHTRA,WEST
78185,24-03-2019,alpha,Salem RR Briyani Unvagam,420,20,0,Kanchipuram,TAMIL NADU,SOUTH
78185,24-03-2019,alpha,Sri Ganesh Bhavan,125,35,0,Kanchipuram,TAMIL NADU,SOUTH
78217,24-03-2019,alpha,Lassi Shop,178,20,19,Chennai,TAMIL NADU,SOUTH
78217,24-03-2019,alpha,@25,237,20,0,Chennai,TAMIL NADU,SOUTH
78404,24-03-2019,alpha,Waffle'd,206,20,10,South Delhi,DELHI,NORTH
78627,24-03-2019,alpha,NIC Natural Ice Cream,68,0,0,Pune,MAHARASHTRA,WEST
78627,24-03-2019,alpha,McDonald's,159,0,33.34,Pune,MAHARASHTRA,WEST
80217,24-03-2019,alpha,Chutneys,188,20,0,Hyderabad,ANDHRA PRADESH,SOUTH
80221,24-03-2019,alpha,Pizza Hut,757,20,0,Bangalore,KARNATAKA,SOUTH
80241,24-03-2019,alpha,Cafe Appetito,60,0,0,Vadodara,GUJARAT,WEST
80313,24-03-2019,alpha,Subway,125,0,25,South West Delhi,DELHI,NORTH
80340,24-03-2019,alpha,What A Sandwich!,215,20,0,Bangalore,KARNATAKA,SOUTH
80386,24-03-2019,alpha,Momoz,117,0,0,Bangalore,KARNATAKA,SOUTH
80405,24-03-2019,alpha,Tadka Singh,162,0,20,Bangalore,KARNATAKA,SOUTH
80405,24-03-2019,alpha,Art Of Delight,206,0,10,Bangalore,KARNATAKA,SOUTH
80405,24-03-2019,alpha,Juice Junction,162,0,15,Bangalore,KARNATAKA,SOUTH
354,24-03-2019,alpha,Mitra Cafe,419,0,0,Kolkata,WEST BENGAL,EAST
545,24-03-2019,alpha,Brindhavan Vegetarian Restaurant,439,0,0,Ernakulam,KERALA,SOUTH
566,24-03-2019,alpha,Hang Out,235,0,0,Coimbatore,TAMIL NADU,SOUTH
624,24-03-2019,alpha,Madhura Veg,110,0,0,Udupi,KARNATAKA,SOUTH
1341,24-03-2019,alpha,Shefali Restaurant,105,0,0,Karnal,HARYANA,NORTH
1341,24-03-2019,alpha,Surinder Vaishno Dhaba,130,0,0,Karnal,HARYANA,NORTH
1802,24-03-2019,alpha,Cosy Restaurant,398,0,0,South Delhi,DELHI,NORTH
3229,24-03-2019,alpha,The Tasty Door,126,0,0,East Godavari,ANDHRA PRADESH,SOUTH
3995,24-03-2019,alpha,Ginger restaurant,141,0,0,Bokaro,JHARKHAND,EAST
4667,24-03-2019,alpha,Hotel Haveli,289,0,0,South West Delhi,DELHI,NORTH
5653,24-03-2019,alpha,Turban Ka Tadka,115,0,0,West Delhi,DELHI,NORTH
5653,24-03-2019,alpha,Punjabi Italian pizza,60,0,0,West Delhi,DELHI,NORTH
6201,24-03-2019,alpha,Chef's Treat,67,0,0,Jodhpur,RAJASTHAN,NORTH
7931,24-03-2019,alpha,Mio Amore,220,0,0,North 24 Parganas,WEST BENGAL,EAST
9959,24-03-2019,alpha,Dubbawala Street Cafe,53,0,0,North 24 Parganas,WEST BENGAL,EAST
9959,24-03-2019,alpha,Tempting Delicacy,55,0,0,North 24 Parganas,WEST BENGAL,EAST
10001,24-03-2019,alpha,Raasta Cafe Shibpur,168,0,0,Howrah,WEST BENGAL,EAST
10082,24-03-2019,alpha,Amigo,77,0,0,Khorda,ODISHA,EAST
12196,24-03-2019,alpha,Chai Kings,283,0,0,Chennai,TAMIL NADU,SOUTH
12196,24-03-2019,alpha,Juice Forest,79,0,0,Chennai,TAMIL NADU,SOUTH
12769,24-03-2019,alpha,Instapizza,83,0,0,Gurgaon,HARYANA,NORTH
13432,24-03-2019,alpha,Grill 9,130,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
14081,24-03-2019,alpha,Zam Zam Family Dhaba,101,0,0,Medak,ANDHRA PRADESH,SOUTH
14158,24-03-2019,alpha,Cafe Taiba,62,0,0,Pune,MAHARASHTRA,WEST
16223,24-03-2019,alpha,Lucky Restaurant,112,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
16924,24-03-2019,alpha,KFC,454,0,0,Chennai,TAMIL NADU,SOUTH
19279,24-03-2019,alpha,Food 365,84,0,0,Pune,MAHARASHTRA,WEST
20220,24-03-2019,alpha,Gabbar Biryan,85,0,0,Durg,CHATTISGARH,WEST
20220,24-03-2019,alpha,Jalsa - The Floret,162,0,0,Durg,CHATTISGARH,WEST
24353,24-03-2019,alpha,Aslii Zaika,70,0,0,Kota,RAJASTHAN,NORTH
25615,24-03-2019,alpha,Raman Fast Food,63,0,0,Muktsar,PUNJAB,NORTH
29342,24-03-2019,alpha,Sha Chicken Hut,330,0,0,Varanasi,UTTAR PRADESH,NORTH
31766,24-03-2019,alpha,Veg Khajana,126,0,0,Mumbai,MAHARASHTRA,WEST
32422,24-03-2019,alpha,Ruchi Veg Restaurant,200,0,0,Mumbai,MAHARASHTRA,WEST
32901,24-03-2019,alpha,Southy,118,0,0,Gautam Buddha Nagar,UTTAR PRADESH,NORTH
34519,24-03-2019,alpha,Shagun The Chulha,123,0,0,Ghaziabad,UTTAR PRADESH,NORTH
38201,24-03-2019,alpha,Sardar Ji Ke Mashoor Chhole Bhature,84,0,0,Lucknow,UTTAR PRADESH,NORTH
41746,24-03-2019,alpha,Safa Restaurant,94,0,0,Aurangabad,MAHARASHTRA,WEST
42258,24-03-2019,alpha,South Ruchi's,88,0,0,Bangalore,KARNATAKA,SOUTH
43228,24-03-2019,alpha,Meal on demand,400,0,0,Jaipur,RAJASTHAN,NORTH
43283,24-03-2019,alpha,Ashish Restaurant,70,0,0,Surat,GUJARAT,WEST
43283,24-03-2019,alpha,Paras Food Point,66,0,0,Surat,GUJARAT,WEST
44820,24-03-2019,alpha,Red Pepper Hotel,60,0,0,Coimbatore,TAMIL NADU,SOUTH
50038,24-03-2019,alpha,GPO Ke Thande Dahi Bade,51,0,0,Lucknow,UTTAR PRADESH,NORTH
50659,24-03-2019,alpha,Balaji Restaurant,96,0,0,South Delhi,DELHI,NORTH
50668,24-03-2019,alpha,Ajmeer Maharaj Hotel,106,0,0,Guntur,ANDHRA PRADESH,SOUTH
50668,24-03-2019,alpha,Hotel Babu Biryani Point,128,0,0,Guntur,ANDHRA PRADESH,SOUTH
51222,24-03-2019,alpha,Vaishnavi Garden Restaurant,118,0,0,Pune,MAHARASHTRA,WEST
51222,24-03-2019,alpha,Vaishnavi Garden Restaurant,111,0,0,Pune,MAHARASHTRA,WEST
51510,24-03-2019,alpha,Magic Biryani,110,0,0,Ananthapur,ANDHRA PRADESH,SOUTH
51760,24-03-2019,alpha,LunchBox,103,0,0,Bangalore,KARNATAKA,SOUTH
51844,24-03-2019,alpha,Chennupati Tiffins,25,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
54101,24-03-2019,alpha,Al-Baike,87,0,0,Lucknow,UTTAR PRADESH,NORTH
55540,24-03-2019,alpha,Real Paprika,110,0,0,Ahmedabad,GUJARAT,WEST
57615,24-03-2019,alpha,Champaran Meat House,146,0,0,Dhanbad,JHARKHAND,EAST
58512,24-03-2019,alpha,Shah Ghouse Cafe & Restaurant,94,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
61028,24-03-2019,alpha,Taj Restaurant,234,0,0,Kanchipuram,TAMIL NADU,SOUTH
66214,24-03-2019,alpha,Burger Point,78,0,0,Jhansi,UTTAR PRADESH,NORTH
68172,24-03-2019,alpha,Sagar Gaire,222,0,0,Bhopal,MADHYA PRADESH,WEST
69035,24-03-2019,alpha,Juice Box,85,0,0,Kanpur Nagar,UTTAR PRADESH,NORTH
69644,24-03-2019,alpha,Botanic Fresh,98,0,0,Ernakulam,KERALA,SOUTH
69644,24-03-2019,alpha,Bob Daniels,107,0,0,Ernakulam,KERALA,SOUTH
69793,24-03-2019,alpha,Bamboo Tree,78,0,0,Vellore,TAMIL NADU,SOUTH
69793,24-03-2019,alpha,QT 50,79,0,0,Vellore,TAMIL NADU,SOUTH
69876,24-03-2019,alpha,Burger Ka Baap,1082,0,0,Coimbatore,TAMIL NADU,SOUTH
70456,24-03-2019,alpha,Pandiaas Restaurant,306,0,0,Kanchipuram,TAMIL NADU,SOUTH
72163,24-03-2019,alpha,Vadilal Happinezz,46,0,0,Ahmedabad,GUJARAT,WEST
72372,24-03-2019,alpha,Pulav station,100,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
72415,24-03-2019,alpha,Crostino,131,0,0,Nagpur,MAHARASHTRA,WEST
72903,24-03-2019,alpha,Yummy Paradise,92,0,0,Panipat,HARYANA,NORTH
76236,24-03-2019,alpha,The Classy Biryani Kingdom,66,0,0,Khorda,ODISHA,EAST
77418,24-03-2019,alpha,Grand Alpha,55,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
80071,24-03-2019,alpha,Malhar Dhosa,103,0,0,Vadodara,GUJARAT,WEST
197,24-03-2019,beta,Yaa Mohaideen Biriyani - Velachery,220,0,0,Chennai,TAMIL NADU,SOUTH
285,24-03-2019,beta,Salem RR Biryani Unavagam - Ramapuram,230.5,0,0,Kanchipuram,TAMIL NADU,SOUTH
362,24-03-2019,beta,New Udupi Upahar - Whitefield,39,0,0,Bangalore,KARNATAKA,SOUTH
1714,24-03-2019,beta,Gulab - Krishna Nagar,106.85,0,0,East Delhi,DELHI,NORTH
3502,24-03-2019,beta,LHD India foods,93.75,0,0,Bhopal,MADHYA PRADESH,WEST
3502,24-03-2019,beta,Milan Restaurant,57.5,0,0,Bhopal,MADHYA PRADESH,WEST
3511,24-03-2019,beta,Krishnai Veg Non Veg Restaurant,133,0,0,Pune,MAHARASHTRA,WEST
3586,24-03-2019,beta,Arsalan - Park Circus,551.8,0,0,Kolkata,WEST BENGAL,EAST
3738,24-03-2019,beta,King Shawarma,173.8,0,0,Central Delhi,DELHI,NORTH
3738,24-03-2019,beta,Waffle King - Rohini,115.25,0,0,North West Delhi,DELHI,NORTH
4390,24-03-2019,beta,The Burger Club - GTB Nagar,227.35,0,0,North West Delhi,DELHI,NORTH
4506,24-03-2019,beta,Roll Xpress - Model Town,135,0,0,Ludhiana,PUNJAB,NORTH
5012,24-03-2019,beta,Keventers - Charni Road,93.72,0,0,Mumbai,MAHARASHTRA,WEST
6037,24-03-2019,beta,Brijwasi Sweets,188.5,0,0,Chennai,TAMIL NADU,SOUTH
8693,24-03-2019,beta,Kitchen Plaza - Saltlake Sector 5,101,0,0,North 24 Parganas,WEST BENGAL,EAST
8725,24-03-2019,beta,Arsalan - Chinar Park,132.85,0,0,North 24 Parganas,WEST BENGAL,EAST
11032,24-03-2019,beta,KT Restaurant,65,0,0,Mysore,KARNATAKA,SOUTH
11611,24-03-2019,beta,Kritunga - Marathahalli,94,0,0,Bangalore,KARNATAKA,SOUTH
13606,24-03-2019,beta,Shah Ghouse Cafe & Restaurant - Tolichowki,95,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
14381,24-03-2019,beta,Kritunga - Electronic City,92.7,0,0,Bangalore,KARNATAKA,SOUTH
15156,24-03-2019,beta,Chai Point - JNC,55.95,0,0,Bangalore,KARNATAKA,SOUTH
15156,24-03-2019,beta,Vijayalakshmi Veg - Tilak Nagar,44,0,0,Bangalore,KARNATAKA,SOUTH
15156,24-03-2019,beta,Chai Point - JNC,55.95,0,0,Bangalore,KARNATAKA,SOUTH
20572,24-03-2019,beta,Laziz Pizza - Model Town,143.1,0,0,Ludhiana,PUNJAB,NORTH
24294,24-03-2019,beta,Hyderabad Biryaani House - Koramangala,390.9,0,0,Bangalore,KARNATAKA,SOUTH
34147,24-03-2019,beta,La Pino'z Pizza - Rajouri Garden,77.45,0,0,West Delhi,DELHI,NORTH
35291,24-03-2019,beta,Aditi Fast Food - Malad,29,0,0,Mumbai,MAHARASHTRA,WEST
35291,24-03-2019,beta,The Waffle Tree - Malad,91.9,0,0,Mumbai,MAHARASHTRA,WEST
37853,24-03-2019,beta,Angaara 5 - Banjara Hills,121.5,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
37853,24-03-2019,beta,Kritunga Restaurant - Panjagutta,37.25,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
38862,24-03-2019,beta,Balaji Idli House - Kandivali West,90.27,0,0,Mumbai,MAHARASHTRA,WEST
43601,24-03-2019,beta,Kritunga Restaurant - Ameerpet,153,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
50590,24-03-2019,beta,Frozen Bottle - Camp,82.71,0,0,Pune,MAHARASHTRA,WEST
60523,24-03-2019,beta,Azura Restaurant,185,0,0,Bangalore,KARNATAKA,SOUTH
62513,24-03-2019,beta,The Urban Pind,125,0,0,Rupnagar,PUNJAB,NORTH
63691,24-03-2019,beta,Garam Tawa Bistro LLP,137,0,0,Pune,MAHARASHTRA,WEST
69427,24-03-2019,beta,Empire Restaurant - Kammanahalli,111.01,0,0,Bangalore,KARNATAKA,SOUTH
69427,24-03-2019,beta,Stoned Monkey - NEW BEL Road,94.8,0,0,Bangalore,KARNATAKA,SOUTH
69427,24-03-2019,beta,Empire Restaurant - Kammanahalli,134,0,0,Bangalore,KARNATAKA,SOUTH
69528,24-03-2019,beta,Yaa Mohaideen Biriyani - T Nagar,178,0,0,Chennai,TAMIL NADU,SOUTH
69548,24-03-2019,beta,Cafeccino,147,0,0,Thiruvananthapuram,KERALA,SOUTH
69902,24-03-2019,beta,JK Khaman House - Vesu,60,0,0,Surat,GUJARAT,WEST
69902,24-03-2019,beta,SurTEA,90,0,0,Surat,GUJARAT,WEST
69902,24-03-2019,beta,Aditi Fast Food & Restaurant - Vile Parle East,89.9,0,0,Mumbai,MAHARASHTRA,WEST
70000,24-03-2019,beta,Time Pass - Navalur,157.5,0,0,Kanchipuram,TAMIL NADU,SOUTH
70016,24-03-2019,beta,Salad Men,195,0,0,Pune,MAHARASHTRA,WEST
70055,24-03-2019,beta,Chatorey Chacha Kathi Roll,108,0,0,South Delhi,DELHI,NORTH
70351,24-03-2019,beta,Purani Dilli By A0d Sweets - Sarjapur Road,96.75,0,0,Bangalore,KARNATAKA,SOUTH
70394,24-03-2019,beta,Fish Curry Rice - Baner,551.8,0,0,Pune,MAHARASHTRA,WEST
70605,24-03-2019,beta,Karahi Bowls,87,0,0,Bangalore,KARNATAKA,SOUTH
70714,24-03-2019,beta,Urban Paratha,125,0,0,Ernakulam,KERALA,SOUTH
76477,24-03-2019,beta,Wah Ji Wah-Rohini Sec 24,134.95,0,0,North West Delhi,DELHI,NORTH
78049,24-03-2019,beta,Oum Kailash Dairy,70.2,0,0,Pune,MAHARASHTRA,WEST
79990,24-03-2019,beta,Chicken Xperience By Venky's - Wadgaonsheri,127.9,0,0,Pune,MAHARASHTRA,WEST
80135,24-03-2019,beta,Biryani Blues - Sector 50,417.4,0,0,Gautam Buddha Nagar,UTTAR PRADESH,NORTH
80180,24-03-2019,beta,Subway????,405.03,0,0,Kanchipuram,TAMIL NADU,SOUTH
80197,24-03-2019,beta,Salem RR Biryani Unavagam - Selaiyur,92.95,0,0,Kanchipuram,TAMIL NADU,SOUTH
80259,24-03-2019,beta,Supreme Bakers - Technopark,75.74,0,0,Thiruvananthapuram,KERALA,SOUTH
80259,24-03-2019,beta,Poomaram,215,0,0,Thiruvananthapuram,KERALA,SOUTH
332,24-03-2019,gamma,The Good Bowl,90.1,0,0,Thane,MAHARASHTRA,WEST
355,24-03-2019,gamma,Durgapur Snacks,80,0,0,Bardhaman,WEST BENGAL,EAST
3229,24-03-2019,gamma,The Kings Dine,134,20,7,East Godavari,ANDHRA PRADESH,SOUTH
4111,24-03-2019,gamma,Adil Biryani Centre,171,10,0,Kolkata,WEST BENGAL,EAST
10103,24-03-2019,gamma,Al Baik Fast Food Corner,216,10,0,Kolkata,WEST BENGAL,EAST
30805,24-03-2019,gamma,Singh Desi Pizza,121.65,20,0,Kurukshetra,HARYANA,NORTH
30805,24-03-2019,gamma,Singh Desi Pizza,94.9,20,0,Kurukshetra,HARYANA,NORTH
74495,24-03-2019,gamma,Chillies Restaurant,415,40,0,Chittoor,ANDHRA PRADESH,SOUTH
148,25-03-2019,alpha,The Thickshake Factory,199,20,10,Chennai,TAMIL NADU,SOUTH
227,25-03-2019,alpha,Alakapuri,70,0,5,Ernakulam,KERALA,SOUTH
241,25-03-2019,alpha,Rehoboth,141,0,0,Chennai,TAMIL NADU,SOUTH
297,25-03-2019,alpha,Madurai Idly Shop,64,0,30,Bangalore,KARNATAKA,SOUTH
327,25-03-2019,alpha,Subway,366,20,30,Chennai,TAMIL NADU,SOUTH
541,25-03-2019,alpha,The Bake Factory,57,0,7,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
623,25-03-2019,alpha,Burger King,179,0,29,Gurgaon,HARYANA,NORTH
1415,25-03-2019,alpha,Godavari Bakery,118,20,0,South West Delhi,DELHI,NORTH
2705,25-03-2019,alpha,Cream Stone,241,0,20,Chennai,TAMIL NADU,SOUTH
4431,25-03-2019,alpha,Ashish food point,52,0,7,Ghaziabad,UTTAR PRADESH,NORTH
4739,25-03-2019,alpha,Chef Xpress - Flaming Wok,149,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
6483,25-03-2019,alpha,Pegs & Mugs Restaurant,320,20,0,Medak,ANDHRA PRADESH,SOUTH
7652,25-03-2019,alpha,Agrawal Sweets,66,0,0,Jaipur,RAJASTHAN,NORTH
7738,25-03-2019,alpha,McDonald's,369,15,33.34,Ahmedabad,GUJARAT,WEST
8282,25-03-2019,alpha,Onam Restaurant,145,0,10,Kolkata,WEST BENGAL,EAST
10344,25-03-2019,alpha,New Om Sakti,85,20,30,Kolkata,WEST BENGAL,EAST
10599,25-03-2019,alpha,Steam & Fried,140,20,0,Kolkata,WEST BENGAL,EAST
10599,25-03-2019,alpha,Steam & Fried,280,20,0,Kolkata,WEST BENGAL,EAST
12745,25-03-2019,alpha,New Ram sai,54,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
13424,25-03-2019,alpha,Sri Udupi Park,95,0,0,Bangalore,KARNATAKA,SOUTH
18485,25-03-2019,alpha,Persian Hub Family Restaurant,102,20,0,Mumbai,MAHARASHTRA,WEST
32695,25-03-2019,alpha,Mannpasand - Taste of Old Delhi,165,0,0,North Goa,GOA,WEST
33819,25-03-2019,alpha,KS Bakers,108,20,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
33996,25-03-2019,alpha,Manomay,51,0,0,Mumbai,MAHARASHTRA,WEST
35089,25-03-2019,alpha,Sandwich Factory,85,0,0,East Delhi,DELHI,NORTH
35089,25-03-2019,alpha,Mr Baker's The Cake Shop,69,0,0,East Delhi,DELHI,NORTH
35357,25-03-2019,alpha,Burger King,65,0,29,West Delhi,DELHI,NORTH
35842,25-03-2019,alpha,Apni Rasoi (Ashok Vihar),65,0,10,North West Delhi,DELHI,NORTH
36730,25-03-2019,alpha,DMB(Doodh Misthan Bhandar)- Lal Kothi,174,10,0,Jaipur,RAJASTHAN,NORTH
36851,25-03-2019,alpha,Food1 (Shawarma),221,20,0,Mumbai,MAHARASHTRA,WEST
38372,25-03-2019,alpha,Grand Avighna,61,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
39913,25-03-2019,alpha,Aggarwal Sweets & Restaurant,180,20,0,Gurgaon,HARYANA,NORTH
39913,25-03-2019,alpha,Jaipurwala - Pure Veg,117,20,0,Gurgaon,HARYANA,NORTH
42248,25-03-2019,alpha,New Punjabi Hotel,112,0,7,Bangalore,KARNATAKA,SOUTH
42828,25-03-2019,alpha,Cafe Istaa,284,0,0,Mumbai,MAHARASHTRA,WEST
45090,25-03-2019,alpha,Riyan Hotel,56,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
45131,25-03-2019,alpha,Burger King,113,0,29,Bangalore,KARNATAKA,SOUTH
47537,25-03-2019,alpha,Sandwich Express,60,20,0,Chennai,TAMIL NADU,SOUTH
47537,25-03-2019,alpha,Sandwich Express,110,20,0,Chennai,TAMIL NADU,SOUTH
47547,25-03-2019,alpha,Malnadu Kitchen,234,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
48117,25-03-2019,alpha,Hotel Rajmudra,183,20,0,Pune,MAHARASHTRA,WEST
48117,25-03-2019,alpha,Kanaka Durga,73,20,0,Pune,MAHARASHTRA,WEST
48509,25-03-2019,alpha,Indian Tadka - Taste Punjab Da,186,20,0,Pune,MAHARASHTRA,WEST
48784,25-03-2019,alpha,Tasty Bowl,108,0,10,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
48784,25-03-2019,alpha,Cafe 0dini,66,0,4,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
49781,25-03-2019,alpha,PAANA'S HOTEL,75,20,0,Thane,MAHARASHTRA,WEST
50354,25-03-2019,alpha,Vasantha Bhavan,76,0,0,Chennai,TAMIL NADU,SOUTH
64217,25-03-2019,alpha,FreshMenu,66,0,5,Bangalore,KARNATAKA,SOUTH
68599,25-03-2019,alpha,Skylark,110,0,10,Howrah,WEST BENGAL,EAST
68599,25-03-2019,alpha,Skylark,53,0,5,Howrah,WEST BENGAL,EAST
68599,25-03-2019,alpha,Skylark,63,0,5,Howrah,WEST BENGAL,EAST
68599,25-03-2019,alpha,Skylark,63,0,5,Howrah,WEST BENGAL,EAST
69418,25-03-2019,alpha,Irani Cafe,154,20,0,Pune,MAHARASHTRA,WEST
69751,25-03-2019,alpha,Om Sai Punjabi Dhabha,164,20,14,Bangalore,KARNATAKA,SOUTH
69959,25-03-2019,alpha,Punjabi Nawabi,143,0,12,Bangalore,KARNATAKA,SOUTH
70123,25-03-2019,alpha,Zawadah,651,0,0,South Delhi,DELHI,NORTH
70210,25-03-2019,alpha,Domino's Pizza,252,0,0,Ghaziabad,UTTAR PRADESH,NORTH
72950,25-03-2019,alpha,Madras cafe,55,0,0,Mumbai,MAHARASHTRA,WEST
72950,25-03-2019,alpha,Madras cafe,55,0,0,Mumbai,MAHARASHTRA,WEST
76223,25-03-2019,alpha,Cafe Durga,50,0,5,Pune,MAHARASHTRA,WEST
78627,25-03-2019,alpha,Dakshin Bhavan,69,0,20,Pune,MAHARASHTRA,WEST
79160,25-03-2019,alpha,Nikhara,238,30,10,Thane,MAHARASHTRA,WEST
79430,25-03-2019,alpha,The Village Cafe,60,0,10,Gurgaon,HARYANA,NORTH
79515,25-03-2019,alpha,MFC Royal Inn Family Restaurant,295,0,10,North Goa,GOA,WEST
80180,25-03-2019,alpha,ZINGLE EATS,578,20,0,Kanchipuram,TAMIL NADU,SOUTH
80185,25-03-2019,alpha,Chicken @ Mirch Masala,139,0,10,Kolkata,WEST BENGAL,EAST
80386,25-03-2019,alpha,Mealer.in,282,20,16.65,Bangalore,KARNATAKA,SOUTH
80405,25-03-2019,alpha,Mealer.in,236,0,11.2,Bangalore,KARNATAKA,SOUTH
51,25-03-2019,alpha,Geetha Cafe,144,0,0,Kanchipuram,TAMIL NADU,SOUTH
225,25-03-2019,alpha,Ambur Royal Biriyani,135,0,0,Kanchipuram,TAMIL NADU,SOUTH
1341,25-03-2019,alpha,Surinder Vaishno Dhaba,102,0,0,Karnal,HARYANA,NORTH
2092,25-03-2019,alpha,Baljeet's Amritsari Koolcha,70,0,0,North West Delhi,DELHI,NORTH
2751,25-03-2019,alpha,Sri Matha Multicuisine Restaurnat,78,0,0,Medak,ANDHRA PRADESH,SOUTH
3038,25-03-2019,alpha,New Swapnil Gandhi Food Zone,51,0,0,Kota,RAJASTHAN,NORTH
3995,25-03-2019,alpha,Kozy Sweets,150,0,0,Bokaro,JHARKHAND,EAST
